attr,price,title,link,postbody,location,postdate
"
           2008 Chevy Silverado LT
   
           condition: excellent
           cylinders: 8 cylinders
           drive: rwd
           fuel: gas
           odometer: 100500
           title status: salvage
           transmission: automatic
   ",10995,2008 Chevy Silverado Extra Cab LT 4.8L V8,http://sfbay.craigslist.org//sfc/cto/5805080880.html,"
2008 Chevrolet Silverado Extra Cab LT 4.8L 100xxx miles... Keyless entry. remote start all ELECTRIC bed liner. fog lights. magna flow exhaust.. showroom condition! senior owned and driven
Salvage cosmetic scratches last year all fixed now! no other damage!
title in hand. registration current. all maintenance is up-to date
Kevin Five 62.44nine.twoO79 hablo espanol ** Truck is in Los Angeles, Ca    ", (Sfbay),2016-09-29T11:08:48-0700
"
           1997 honda accord 4-door sedan
   
           condition: good
           cylinders: 4 cylinders
           fuel: gas
           title status: clean
           transmission: automatic
           type: sedan
   ",2200,"1997 Honda Accord 4 Door Sedan - Good Condition, Low Miles 125k",http://sfbay.craigslist.org//sfc/cto/5812565500.html,"
Hello!

I'm selling my 97' Honda Accord. I'm the second owner of this vehicle. I inherited it from my late grandfather who rarely drove it. It has very low miles for its year and is in good condition. 

Pros:
- 125k Miles 
- Good Condition inside and out
- 2 owners, rarely driven
- Clean Title 
- Passed Smog 10/3/16 and is registered until Jan. 2017

Cons:
- A few bumps a bruises, nothing extreme
- New Brakes Needed
- Left corner of windshield crack, needs new windshield (I've adjusted $200 off the blue book price)

I'm asking $2,200 or best offer. Please let me know if you have any questions. Serious Inquires Only!    ",,2016-10-04T09:20:14-0700
"
           1991 Toyota tercel
   
           condition: fair
           cylinders: 4 cylinders
           drive: fwd
           fuel: gas
           paint color: white
           size: mid-size
           title status: clean
           transmission: manual
           type: coupe
   ",1000,1991 Toyota Tercel five speed,http://sfbay.craigslist.org//sfc/cto/5812567811.html,"
1991 Toyota tercel five-speed looks and runs decent $1000 or best offer

 show contact info
    ", (San Francisco),2016-10-04T09:21:25-0700
"
           1980 chevrolet
   
           fuel: gas
           title status: clean
           transmission: automatic
   ",22000,food truck,http://sfbay.craigslist.org//sfc/cto/5812568275.html,"
salling my taco truck  cuz i run out of money to open  i asking 22k or bo  
 show contact info
    ", (ingleside / SFSU / CCSF),2016-10-04T09:21:39-0700
"
           2012 BMW 328i
   
           VIN: WBA3A5C5XCF345663
           condition: excellent
           cylinders: 4 cylinders
           drive: rwd
           fuel: gas
           odometer: 28600
           title status: clean
           transmission: automatic
   ",23500,2012 BMW 328i***ONE OWNER ***,http://sfbay.craigslist.org//sfc/cto/5767134166.html,"
Selling my car fully loaded 2012 BMW 328i with only 28,600 miles.No accidents,excellent condition. The car was purchased for $47,000 from the dealer here in Las Vegas. Call or text at 702-480-2o63    ", (Las Vegas),2016-09-05T10:59:16-0700
"
           1966 pontiac gto
   
           fuel: gas
           title status: clean
           transmission: automatic
   ","
  
    
    hide this posting
  
  
    
    unhide
  
",1966 GTO,http://sfbay.craigslist.org//sfc/cto/5794296284.html,"
For Sale. 1966 Pontiac GTO . Great looking authentic GTO with matching numbers, teal green and turquoise interior. Very solid and excellent running condition. Original 389 c.i., last December 2015 was overhauled to specifications. Rebuilt automatic transmission, 10 bolt rear end, painted 3 years ago, power steering, a/c is not working, rally wheels 
ASKING $35,000 
Contact through email only    ", (Camarillo),2016-09-22T13:12:57-0700
"
           2001 Subaru
   
           cylinders: 4 cylinders
           fuel: gas
           odometer: 79000
           size: compact
           title status: clean
           transmission: manual
           type: sedan
   ",3900,2001 Subaru Forester 79k Orig,http://sfbay.craigslist.org//sfc/cto/5812579103.html,"
Selling my 2001 Subaru Forester it has original 79,000 miles running great with no issues it's in manual transmission 4 cylinder engine great on gas no oil leaks no major issues car is running fantastic

Body and interior is very clean as well no major damage it's a non-smoker and no pets 

Well maintained and serviced oil changes always on time normal tune-ups spark plugs wires Tires & Brakes were recently added on

Asking 3900 or best offer Please call me if interested 
 show contact info
    ", (sunset / parkside),2016-10-04T09:27:17-0700
"
           2009 mercedes-benz e350
   
           VIN: WDBUF56X19B407603
           condition: like new
           cylinders: 6 cylinders
           drive: rwd
           fuel: gas
           odometer: 94850
           paint color: grey
           size: full-size
           title status: clean
           transmission: automatic
           type: sedan
   ",12900,2009 Mercedes-Benz E350 AMG Prem Pkg All Service Records Like New 94k,http://sfbay.craigslist.org//sfc/cto/5806590536.html,"
NO DEALERS, LOW-BALLERS, SCAMMERS, TIME WASTERS OR OTHER FLAKES! NO FLAKY OFFERS VIA EMAIL. IF YOU ARE SERIOUS ABOUT MY CAR, THEN LETS MAKE AN APPOINTMENT FOR YOU TO SEE. FIRST WHO SEES WILL BUY.

CASH ONLY. I HAVE TITLE IN HAND.

I am selling my much-loved well taken care of E350 which I have owned since 2012 as I have ordered a new car. Always dealer serviced, I have a complete history on the car to pass on to the new owner. No accidents, never smoked in, always garaged, the car looks like brand new. I had it detailed twice a year. Please see pictures. Buy with confidence. I drive the car daily and it drives like it did when I bought it. All freeway miles driving to SV from SF. 94,850 miles as of this ad. Just serviced at Mercedes of San Francisco at 93,300 miles. Replaced two front tires at 93,500. 

The car is fully equipped. Navigation, moonroof, dual power seats, AMG tuned suspension, leather seats, CD changer, sport package, premium package, power rear sub-blinds, 18"" sport wheels and a very rare beautiful color combination: Indium Gray with a Silk Beige interior with matching Ash wood trim. As said, all the books and records. Everything works.

I also have three transferable Safeguard extended warranties which the new owner can transfer for an additional cost by paying Safeguard directly (it's a nominal cost compared to their value). They are each valid through April 2017. One covers windshield, a second one covers dings and dents, and the third one covers wheels (very important in San Francisco!). Once transferred, the new owner can make an appointment with their local Mercedes dealer to have the covered items repaired. No deductible on any of these warranties! I bought them directly from Mercedes when I bought the car in 2012. Since 2012, I have probably had two windshields, several wheel resurfacings and dings pulled without paying an extra dime over what I originally paid for them when I bought the car.

    ", (nob hill),2016-09-30T10:29:39-0700
"
           2006 dodge dakota
   
           condition: good
           cylinders: 6 cylinders
           drive: rwd
           fuel: gas
           odometer: 58000
           paint color: red
           size: mid-size
           title status: clean
           transmission: automatic
           type: truck
   ",5900,2006 Dodge Dakota St Extra Cab low miles,http://sfbay.craigslist.org//sfc/cto/5812580796.html,"
2006 Dodge Dakota St Extra Cab
Automatic, RWD,New Tires, Belts and Battery. Runs and drives nicely. A/C and heater works great.
Rear doors open for extra cab,cd player, aux plug.Currently titled in Florida, Clean title, Low miles 58,000
    ", (russian hill),2016-10-04T09:28:01-0700
"
           1998 jeep grand cherokee
   
           condition: good
           cylinders: 8 cylinders
           drive: 4wd
           fuel: gas
           odometer: 166250
           paint color: white
           title status: clean
           transmission: automatic
           type: SUV
   ",1250,1998 Jeep Grand Cherokee Laredo SE,http://sfbay.craigslist.org//sfc/cto/5812341910.html,"
98 Jeep Grand Cherokee Laredo Special Edition

166k miles. The last and best year for the classic ZJ.
5.2 V8, automatic transmission and QuadraTrac (NV249) w/ low lock.

White with dark gray cloth interior. Looks good in and out. 
Minor scratches and fading on exterior paint
Has the painted body colored cladding, not the gray plastic.
My family has owned it for the past 15 years and over 100,000 miles.
Starts every time, plenty of power.
Passed smog no problem, runs clean
Tires Good Condition

Has just about every option except sunroof and leather:
tilt. cruise, power windows, locks, mirrors, seats, 
Overhead console with trip computer.
Up Country off road package 
Factory skid plates. Factory Tow hooks.
Factory tow package. Fog lights, auto headlights.
Bilstein shocks all around. Bilstein steering stabilizer.
Brembo rotors. Performance Friction brake pads.
BFGoodrich All Terrain K/O 30 inch tires, plenty of tread left
Smoke color bug shield. 
Factory shop manual. 
Speakers are Infinity reference in rear, JBL GTOs in front.
Sounds better than factory. Wired for a sub, but the sub was removed.
Alpine Deck head unit with Aux/USB input
and/or Factory CD/cassette w/ steering wheel controls.
As you can see, all the parts were replaced with the good stuff. Recent Oil Change
Heater/Fan Works, A/C is flaky. It needs recharging after about a month.
There must be a leak, but it was cheaper to just refill it 2-3 times
in the summer and ignore it the rest of the year.

This car has been reliable for 20,000 miles of commuting on the peninsula over the past year until last week. It started making a loud clunking noise from the front end; I took it by the shop and they determined that the front differential is binding up and I do not have time to get it fixed.  If someone has time for this repair it will make a great tahoe vehicle. It is very tough for me to sell this but I no longer need a Jeep for highway commuting.

You can't get a better snow/ski vehicle than this. This was a Colorado car most of its life and has easily made it through severe highway blizzards. 
It has done several of the 4x4 passes easily and rides like a luxury
car on the way home when you are done.

Asking 1250 OBO 
US cash dollars only! No trades, shipping, help selling or weird questions!
Please only reply to set up a time to see it.

-Garrett
303-5nine4-9eight8nine    ", (San Francisco),2016-10-04T07:23:09-0700
"
           2003 bmw 540i
   
           drive: rwd
           fuel: gas
           odometer: 119232
           paint color: white
           title status: clean
           transmission: automatic
   ",5450,"2003 BMW 540i M Package, M-Sport, Navigation, Fully Loaded Model!!!!!!",http://sfbay.craigslist.org//sfc/cto/5812586211.html,"
Hi, you are looking at very nice and clean 2003 BMW 540i M Package sedan with only 119K original miles. This car has a clean title, pet and smoke free, very clean, fresh smog and title in hand, just got it fully detailed. More pictures are available per request (I have 45 of them!). Make sure to call me @ 
 show contact info
if you are interested, thanks.    ", (Sacramento),2016-10-04T09:30:40-0700
